order_id,order_datetime,customer_id,total_amount,num_items
1679340,2024-02-05T01:02:00.651911,23,24.74,3
1689088,2024-02-02T05:43:48.902577,29,35.65,5
1715483,2024-02-08T14:26:44.477542,2,17.06,1
1717969,2024-02-01T01:45:39.875891,1,66.83,5
1720023,2024-02-04T00:44:31.944160,29,35.63,2
1726838,2024-02-10T11:58:59.458776,21,50.11,3
1732683,2024-02-08T04:31:09.772280,3,44.24,2
1741918,2024-02-05T09:30:23.483477,14,145.52,5
1769440,2024-02-09T14:08:39.992292,13,36.23,3
1785106,2024-02-10T15:47:19.785937,2,15.48,1
1816826,2024-02-07T11:46:35.197791,19,29.76,2
1820689,2024-02-06T07:48:45.708708,16,20.82,2
1822494,2024-02-08T14:43:39.166611,22,106.89,5
1829857,2024-02-05T21:18:52.771880,24,51.18,3
1838294,2024-02-01T19:51:57.513487,15,22.06,3
1840291,2024-02-08T07:13:22.073117,21,32.92,1
1851780,2024-02-09T21:50:53.994441,10,96.23,3
1854626,2024-02-02T00:35:58.835184,4,46.27,3
1871798,2024-02-07T20:02:57.758294,14,81.01,5
1879658,2024-02-04T22:44:06.115031,16,35.86,2
1891102,2024-02-08T08:26:37.219681,17,21.26,3
1895656,2024-02-04T09:47:25.799450,5,49.98,2
1906269,2024-02-06T21:53:28.821927,28,5.97,1
1935578,2024-02-09T14:53:07.627861,5,26.44,2
1937406,2024-02-10T10:24:31.083867,29,59.03,2
1944855,2024-02-05T09:25:20.289595,21,66.06,5
1945016,2024-02-04T10:50:50.023674,10,139.04,5
1969782,2024-02-01T02:50:03.952456,29,14.11,2
1970457,2024-02-02T23:40:26.107003,5,61.78,3
1989658,2024-02-04T14:48:32.150421,18,40.64,2
1998055,2024-02-09T04:19:58.229107,23,73.57,5
2006698,2024-02-08T22:13:22.768101,19,94.22,5
2010958,2024-02-06T06:26:03.726977,18,126.78,5
2015364,2024-02-08T08:06:11.266681,16,85.76,4
2033101,2024-02-02T06:18:58.572503,18,11.91,1
2045571,2024-02-09T16:24:55.646627,13,65.85,5
2060269,2024-02-04T13:05:36.805439,27,50.15,3
2070153,2024-02-04T23:02:29.675234,2,41.98,3
2073699,2024-02-07T04:23:32.133207,4,56.67,2
2079727,2024-02-05T22:52:58.406856,26,6.22,2
2083621,2024-02-08T11:45:13.715659,8,30.96,1
2137645,2024-02-09T00:24:19.057533,12,18.62,2
2155206,2024-02-09T11:33:38.756966,1,10.81,2
2167887,2024-02-06T06:33:21.829592,17,42.18,5
2172614,2024-02-08T07:41:23.642030,2,83.12,4
2176834,2024-02-02T04:28:38.684297,8,4.02,1
2178406,2024-02-07T18:21:19.293858,22,30.76,2
2213745,2024-02-08T14:07:24.376243,18,30.96,1
2216759,2024-02-08T16:19:07.870297,27,130.57,5
2225283,2024-02-04T19:38:27.000707,25,27.18,3
2227094,2024-02-01T06:13:16.767757,2,56.91,4
2228340,2024-02-04T19:04:02.864448,1,53.49,5
2245805,2024-02-07T05:23:43.964971,9,34.63,2
2245939,2024-02-03T15:57:51.055072,7,43.32,4
2246523,2024-02-07T01:25:52.794719,8,25.83,3
2248558,2024-02-04T13:20:07.824463,17,65.92,3
2252537,2024-02-08T11:37:10.150311,3,87.45,5
2261131,2024-02-01T02:26:49.211398,4,35.50,1
2271836,2024-02-10T18:09:55.948527,19,16.44,1
2277525,2024-02-07T03:30:33.660122,16,43.15,5
2335532,2024-02-06T19:10:55.313125,5,15.70,1
2342246,2024-02-07T23:42:18.051932,6,54.46,3
2372606,2024-02-02T15:06:00.611232,17,31.44,2
2378502,2024-02-07T16:38:22.939966,27,9.25,1
2402698,2024-02-05T23:31:58.783675,18,53.38,3
2406770,2024-02-02T20:39:56.166014,29,3.70,1
2414175,2024-02-01T12:49:25.449725,5,20.58,1
2418644,2024-02-02T19:43:05.814517,25,56.62,5
2422112,2024-02-06T04:25:31.369808,18,4.02,1
2426985,2024-02-05T21:26:01.228615,4,67.33,4
2444816,2024-02-09T23:10:01.803218,23,29.85,1
2449742,2024-02-06T06:27:34.438490,10,28.96,3
2451102,2024-02-02T06:06:07.232133,4,55.66,2
2506265,2024-02-02T14:53:34.659510,6,60.95,3
2519048,2024-02-06T04:22:17.507568,27,98.14,5
2519566,2024-02-06T06:10:41.798757,9,3.01,1
2527911,2024-02-10T12:35:53.144197,24,9.83,1
2534924,2024-02-04T09:10:57.983847,11,41.47,2
2537254,2024-02-02T16:55:21.897968,24,55.88,2
2538208,2024-02-06T21:37:21.600622,25,100.71,5
2549386,2024-02-05T11:39:14.291479,26,37.55,3
2570229,2024-02-08T17:45:02.127284,2,24.28,3
2594531,2024-02-09T12:01:18.760681,26,78.20,3
2619957,2024-02-08T06:08:15.209155,7,61.57,4
2658309,2024-02-09T14:13:13.621993,25,44.72,2
2668824,2024-02-08T03:03:54.458949,4,49.35,3
2681731,2024-02-02T08:08:39.725091,12,86.18,4
2693124,2024-02-06T11:45:29.045552,20,49.13,3
2694439,2024-02-02T11:01:27.349675,4,23.22,1
2696882,2024-02-01T01:46:33.957131,1,28.05,1
2698424,2024-02-05T18:33:55.705379,5,80.63,4
2706944,2024-02-01T21:16:12.286595,4,12.32,1
2728117,2024-02-06T19:11:59.850053,30,26.32,3
2739657,2024-02-06T00:05:40.422596,19,47.05,3
2758665,2024-02-08T00:57:44.576722,6,64.84,3
2769717,2024-02-08T11:46:52.696497,20,32.68,1
2784178,2024-02-07T11:37:42.640413,6,11.91,1
2785779,2024-02-02T02:52:02.931951,1,40.78,2
2788184,2024-02-08T03:38:39.960629,28,5.43,1
2790614,2024-02-05T15:25:15.866755,19,71.65,3
2802516,2024-02-06T15:11:18.627444,23,40.72,3
2817388,2024-02-05T00:56:30.693570,16,8.19,2
2824052,2024-02-02T19:26:22.132805,12,54.53,2
2847429,2024-02-05T11:36:42.857369,1,26.29,4
2859464,2024-02-02T18:28:31.079044,1,60.23,3
2864929,2024-02-04T12:24:30.175037,8,15.88,1
2866891,2024-02-07T16:27:25.949303,21,11.76,1
2872120,2024-02-06T06:30:56.433809,4,79.99,4
2886292,2024-02-06T02:41:50.844108,15,18.29,2
2918225,2024-02-02T23:16:07.979855,26,91.19,5
2928645,2024-02-06T21:31:07.952293,30,43.92,3
2949111,2024-02-07T15:08:36.762099,27,22.17,2
2950741,2024-02-08T22:19:48.784218,25,77.98,4
2964315,2024-02-04T08:40:26.537763,29,16.46,1
3005852,2024-02-01T01:36:50.930354,7,98.85,4
3013754,2024-02-06T19:44:18.879086,6,81.64,4
3029827,2024-02-07T06:48:00.440386,17,45.08,3
3040083,2024-02-05T22:33:46.756347,22,64.18,4
3046434,2024-02-02T08:44:20.075326,22,13.72,1
3051473,2024-02-04T10:01:37.082010,6,45.88,2
3053604,2024-02-09T21:09:37.254907,24,31.20,2
3070499,2024-02-07T05:00:36.378853,5,7.22,1
3078407,2024-02-07T00:11:03.041975,21,26.34,2
3080819,2024-02-10T05:03:44.195644,15,107.07,5
3093313,2024-02-10T01:07:53.907007,14,19.85,2
3098236,2024-02-07T23:52:27.081964,19,16.06,2
3111932,2024-02-05T23:07:07.235570,26,0.79,1
3154375,2024-02-09T16:43:47.636414,25,54.58,5
3157348,2024-02-04T14:58:45.157627,10,9.42,1
3165391,2024-02-05T17:05:56.538505,1,88.54,5
3166553,2024-02-04T01:55:17.631940,14,54.37,4
3172015,2024-02-09T03:14:39.776300,28,56.08,2
3179974,2024-02-02T17:57:28.722758,21,76.88,5
3183491,2024-02-05T19:28:44.271218,4,40.78,4
3186201,2024-02-08T07:09:13.802163,2,22.47,2
3192980,2024-02-06T04:31:25.969928,18,41.52,3
3193295,2024-02-05T17:58:59.033771,15,40.85,1
3216728,2024-02-08T01:47:42.647865,6,8.53,1
3224207,2024-02-05T13:31:59.418992,14,113.59,5
3246040,2024-02-09T01:49:23.622644,21,22.90,3
3249502,2024-02-06T09:26:27.951350,12,68.46,4
3259093,2024-02-05T03:35:28.092106,22,33.90,2
3261572,2024-02-05T07:05:03.338017,4,73.80,4
3264659,2024-02-02T13:25:46.591670,2,41.30,2
3272848,2024-02-08T18:25:25.112616,6,18.34,1
3298869,2024-02-05T13:51:03.376946,15,9.00,1
3326899,2024-02-07T17:25:58.782566,4,18.18,1
3330283,2024-02-09T23:11:01.978757,22,36.08,2
3332521,2024-02-09T07:14:07.590597,1,8.53,1
3342302,2024-02-07T20:18:25.996938,25,15.71,3
3374123,2024-02-04T17:23:48.723480,22,23.84,1
3380358,2024-02-10T20:47:41.512280,23,70.98,4
3380549,2024-02-09T02:09:48.948947,21,54.99,2
3438995,2024-02-01T11:54:24.761318,17,43.18,3
3443053,2024-02-09T16:59:33.610422,18,65.39,3
3466951,2024-02-05T10:05:34.877767,12,21.09,2
3476021,2024-02-09T17:25:25.648454,14,57.34,3
3484536,2024-02-05T15:01:14.218471,10,13.62,2
3488261,2024-02-02T17:11:24.945920,14,24.42,1
3491274,2024-02-04T21:49:36.212355,13,61.89,5
3496730,2024-02-10T23:47:44.229918,29,59.22,4
3501715,2024-02-04T15:30:34.506971,7,5.43,1
3501778,2024-02-07T04:49:40.433399,22,10.05,1
3508300,2024-02-05T09:19:24.118484,17,71.00,3
3518480,2024-02-04T15:23:06.637689,3,27.51,1
3524633,2024-02-09T03:29:55.127077,16,50.13,3
3533878,2024-02-04T02:11:27.428103,3,69.68,3
3543145,2024-02-06T14:41:59.277051,1,35.81,2
3555384,2024-02-08T02:42:38.962611,15,35.76,2
3568529,2024-02-05T05:18:53.826377,9,16.79,2
3568918,2024-02-08T14:07:07.119190,20,46.32,2
3576509,2024-02-06T18:24:36.020785,24,47.88,4
3585646,2024-02-06T15:22:29.231036,25,41.22,3
3591249,2024-02-09T01:08:39.805853,22,50.88,2
3609597,2024-02-09T11:29:44.765404,23,43.56,2
3612120,2024-02-07T08:56:56.953711,17,22.55,3
3614605,2024-02-10T02:58:09.848685,23,12.85,4
3620824,2024-02-10T01:48:16.909827,13,6.56,1
3626863,2024-02-09T06:35:59.699701,3,69.62,2
3643707,2024-02-08T18:37:28.243469,30,34.89,3
3645548,2024-02-05T23:21:23.287600,5,94.17,5
3648040,2024-02-04T01:28:51.449117,1,8.96,2
3659477,2024-02-08T07:43:48.300551,18,9.58,2
3661696,2024-02-04T14:23:18.400991,14,52.40,2
3665760,2024-02-07T16:42:36.150984,10,6.86,1
3679369,2024-02-02T23:02:59.891365,5,65.48,3
3684986,2024-02-08T02:59:24.533465,7,39.32,1
3707334,2024-02-04T20:59:51.733407,28,21.57,2
3730606,2024-02-01T19:34:13.865274,19,6.02,1
3744502,2024-02-10T01:17:45.130265,18,72.55,3
3749929,2024-02-05T08:55:04.622891,12,18.29,2
3767430,2024-02-07T08:34:40.669009,4,64.84,5
3786867,2024-02-07T06:21:22.449891,22,46.28,4
3788803,2024-02-07T15:07:54.462139,11,37.86,5
3795553,2024-02-06T17:12:48.691223,7,15.10,1
3814306,2024-02-07T01:16:49.756169,9,52.92,3
3820872,2024-02-09T00:47:36.538846,8,52.10,4
3822804,2024-02-06T22:16:42.673526,17,53.74,3
3824164,2024-02-05T20:35:37.973696,30,125.85,5
3835295,2024-02-08T23:20:42.882746,3,106.11,4
3838895,2024-02-09T22:01:50.355822,14,36.49,3
3841627,2024-02-04T01:19:47.552015,30,2.25,1
3849713,2024-02-02T10:45:19.250701,23,45.10,3
3869729,2024-02-07T20:52:22.984044,9,29.68,2
3874300,2024-02-08T22:33:11.595454,25,30.73,2
3882623,2024-02-02T09:08:56.195893,7,10.86,1
3884098,2024-02-02T20:34:08.153180,21,73.79,4
3901423,2024-02-08T05:34:37.960811,26,60.05,4
3918487,2024-02-04T22:15:20.592788,3,43.40,4
3937923,2024-02-04T03:34:36.566551,22,119.57,4
3940023,2024-02-08T19:00:45.040674,30,5.61,1
3967702,2024-02-04T02:31:41.293360,6,27.44,1
3976513,2024-02-01T19:03:53.622652,14,17.91,1
3980080,2024-02-10T17:33:10.586242,4,60.44,4
3982135,2024-02-08T05:29:28.344412,26,30.60,3
3986699,2024-02-04T22:53:27.467206,19,95.46,5
4002986,2024-02-05T23:47:59.150537,22,39.90,4
4003074,2024-02-06T00:05:38.338861,27,42.14,3
4029342,2024-02-10T16:36:08.787013,14,91.44,5
4037795,2024-02-07T13:38:48.879990,24,114.24,4
4043455,2024-02-09T11:28:20.098357,9,111.21,5
4049944,2024-02-07T22:33:49.113223,7,69.43,4
4050068,2024-02-04T13:25:48.697651,18,9.83,1
4060587,2024-02-07T16:34:52.087843,1,60.45,2
4066781,2024-02-09T10:44:24.437179,24,27.15,1
4070290,2024-02-08T22:12:16.574524,30,42.65,1
4072969,2024-02-06T18:26:32.385333,19,15.03,2
4083825,2024-02-07T09:07:20.799739,24,128.71,5
4102313,2024-02-05T05:34:27.161117,19,71.20,5
4106611,2024-02-08T21:38:25.348213,12,6.75,1
4108308,2024-02-06T17:42:58.800519,4,16.95,1
4111057,2024-02-02T15:10:31.859098,20,55.29,3
4112763,2024-02-06T10:18:16.139390,12,9.05,1
4116319,2024-02-05T17:42:24.351602,19,70.59,5
4128194,2024-02-04T17:28:59.522404,23,48.62,2
4130865,2024-02-05T04:42:50.218219,29,10.12,1
4139248,2024-02-06T15:44:03.668180,25,18.49,2
4151183,2024-02-04T06:27:42.278768,22,68.58,5
4152624,2024-02-07T00:01:36.428738,25,32.09,2
4206093,2024-02-06T16:57:08.573392,9,10.48,2
4208358,2024-02-09T10:11:00.084554,17,72.98,4
4228322,2024-02-01T20:59:15.451793,10,51.55,5
4232385,2024-02-05T13:01:12.910545,22,56.41,4
4235555,2024-02-09T22:44:17.379567,8,46.08,3
4262756,2024-02-04T01:35:37.034222,8,37.30,3
4265034,2024-02-04T07:18:17.290067,19,5.55,1
4267477,2024-02-10T23:12:16.119633,23,156.00,5
4272757,2024-02-05T06:20:21.350579,20,26.14,4
4298534,2024-02-05T06:28:27.760233,7,24.66,1
4299941,2024-02-09T15:16:10.767891,15,46.53,2
4300688,2024-02-05T00:48:27.462538,7,24.66,1
4306026,2024-02-07T08:39:47.278147,29,32.92,1
4309063,2024-02-02T10:47:22.209276,7,118.26,5
4314665,2024-02-09T08:35:16.863016,16,10.12,1
4321133,2024-02-01T05:03:14.544934,5,24.67,3
4325526,2024-02-08T04:07:17.142884,15,29.49,1
4344222,2024-02-04T02:02:46.847491,15,22.65,1
4369307,2024-02-07T20:58:34.115325,3,72.17,3
4374130,2024-02-07T05:48:30.043022,22,31.01,4
4377922,2024-02-10T22:48:16.855226,29,26.38,2
4379979,2024-02-07T00:02:58.015011,16,40.85,1
4381170,2024-02-07T00:28:22.175448,11,45.98,2
4391815,2024-02-09T20:28:26.336510,20,45.80,3
4414003,2024-02-07T03:38:19.169036,12,12.32,1
4424324,2024-02-09T07:58:58.842535,1,34.36,3
4433325,2024-02-09T18:01:22.521339,1,55.52,3
4433994,2024-02-09T03:15:17.894621,1,91.57,5
4436570,2024-02-04T21:07:55.306526,27,72.63,3
4455239,2024-02-06T02:01:38.209589,2,50.32,2
4481520,2024-02-04T08:07:16.064687,13,21.66,1
4490945,2024-02-05T16:49:30.654715,3,96.29,4
4498052,2024-02-05T13:28:07.692821,2,58.54,3
4501145,2024-02-09T05:22:57.354935,25,94.46,3
4506893,2024-02-06T06:47:14.598291,25,23.22,1
4509827,2024-02-08T07:56:47.892426,30,10.94,3
4525081,2024-02-01T18:02:16.209422,3,81.26,5
4527911,2024-02-04T01:36:21.286212,5,73.00,3
4528941,2024-02-04T09:53:40.964692,3,101.29,4
4544121,2024-02-01T20:00:59.648650,14,75.68,4
4559726,2024-02-06T23:26:12.953345,8,8.53,1
4577250,2024-02-01T20:40:14.123498,25,83.11,5
4578592,2024-02-05T10:50:57.320300,3,66.10,4
4591813,2024-02-07T06:34:02.668814,4,27.74,2
4594475,2024-02-04T22:01:46.983891,13,61.13,4
4610379,2024-02-07T00:37:41.138271,29,46.84,5
4614405,2024-02-09T04:08:34.676318,7,23.02,4
4618783,2024-02-05T22:14:50.385761,17,15.18,1
4654006,2024-02-08T21:44:21.274998,13,10.12,1
4659756,2024-02-05T04:08:34.315093,18,22.29,2
4671711,2024-02-08T14:23:11.165006,30,36.30,2
4675392,2024-02-01T16:59:43.847177,29,155.58,5
4676289,2024-02-09T19:16:11.753530,30,11.91,1
4703661,2024-02-04T13:03:57.986697,15,33.71,2
4714675,2024-02-06T21:19:29.949591,10,106.54,3
4729092,2024-02-04T19:16:16.642730,2,73.15,3
4735914,2024-02-02T03:29:57.501225,8,6.76,1
4777563,2024-02-05T06:06:30.738592,5,44.48,3
4781165,2024-02-07T18:13:34.264542,22,12.79,2
4790568,2024-02-08T18:44:20.912093,16,53.30,4
4799700,2024-02-01T22:16:47.145653,10,49.39,3
4811614,2024-02-01T13:08:26.763959,19,9.17,1
4822971,2024-02-05T06:20:39.687056,16,31.16,4
4827592,2024-02-10T16:54:44.557785,6,57.05,3
4832672,2024-02-09T07:43:30.275705,27,5.95,2
4837838,2024-02-02T16:02:56.568990,2,66.11,3
4840017,2024-02-05T21:23:08.119393,5,40.87,2
4840201,2024-02-07T20:06:09.826842,22,34.13,3
4841991,2024-02-05T15:52:31.077895,12,16.05,3
4844969,2024-02-05T03:41:50.278227,1,2.07,1
4845190,2024-02-10T13:18:06.630275,27,79.11,4
4855376,2024-02-04T13:24:38.814173,13,118.89,5
4860671,2024-02-06T19:05:31.128741,28,10.12,1
4864326,2024-02-01T03:56:56.598123,24,67.21,3
4900526,2024-02-08T03:27:02.328154,17,2.01,1
4902584,2024-02-07T02:23:23.381870,20,35.62,4
4903148,2024-02-08T05:09:01.939951,15,3.01,1
4906117,2024-02-08T03:55:29.678582,30,20.35,2
4911196,2024-02-10T09:45:07.218467,1,9.23,2
4913131,2024-02-02T00:08:04.070638,18,44.78,4
4931731,2024-02-09T06:37:31.521281,4,87.76,5
4965051,2024-02-09T23:55:52.315300,7,45.74,2
4992521,2024-02-04T09:15:30.790815,10,11.92,1
5015187,2024-02-05T12:24:54.997109,17,80.67,4
5016644,2024-02-10T21:32:16.979894,25,93.41,4
5024945,2024-02-10T02:15:59.873428,14,14.44,1
5028124,2024-02-10T16:19:33.337423,25,48.54,3
5028601,2024-02-07T23:38:05.686114,17,13.12,1
5032842,2024-02-06T01:02:57.855817,20,72.80,3
5033330,2024-02-09T07:05:46.877555,6,55.95,4
5035847,2024-02-05T01:22:12.288575,14,42.97,2
5037762,2024-02-02T15:07:07.448955,6,8.04,1
5038653,2024-02-04T18:44:22.740480,24,114.36,5
5071939,2024-02-08T13:34:00.390622,5,101.60,5
5110047,2024-02-02T00:33:36.834912,8,33.11,5
5126053,2024-02-06T20:14:30.656372,10,85.11,4
5132534,2024-02-01T00:10:16.171909,25,29.63,3
